USPS,FIPS,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                    
IN,18051,450354,Gibson County,1262582226,30247794,487.486,11.679,38.317413,-87.580566
IN,18053,450355,Grant County,1072446955,2133494,414.074,0.824,40.515758,-85.654946
IN,18055,451676,Greene County,1405055007,8864679,542.495,3.423,39.0486,-87.005245
IN,18057,450356,Hamilton County,1021147705,21158963,394.267,8.17,40.04987,-86.020586
IN,18059,450357,Hancock County,792577692,2613781,306.016,1.009,39.822604,-85.772904
IN,18061,451677,Harrison County,1254889451,5193188,484.516,2.005,38.18644,-86.103681
IN,18063,450358,Hendricks County,1053895149,4833743,406.911,1.866,39.768749,-86.510286
IN,18065,450359,Henry County,1014954691,7655239,391.876,2.956,39.929576,-85.397338
IN,18067,450360,Howard County,759012945,2240090,293.057,0.865,40.483537,-86.114118
IN,18069,450361,Huntington County,991061319,13134781,382.651,5.071,40.826394,-85.478597
IN,18071,451678,Jackson County,1319112546,11917286,509.312,4.601,38.911957,-86.042516
IN,18073,450494,Jasper County,1449421191,4560879,559.625,1.761,41.017688,-87.118814
IN,18075,450362,Jay County,994310208,458542,383.905,0.177,40.434972,-85.00338
IN,18077,450363,Jefferson County,934029272,5848057,360.631,2.258,38.783604,-85.44009
IN,18079,450364,Jennings County,975346383,4563811,376.583,1.762,38.996234,-85.628111
IN,18081,450365,Johnson County,829903198,3528917,320.427,1.363,39.495986,-86.0946
IN,18083,450366,Knox County,1336514262,20755159,516.031,8.014,38.688663,-87.420182
IN,18085,450367,Kosciusko County,1376269814,59601470,531.381,23.012,41.244293,-85.861575
IN,18087,450368,LaGrange County,983222388,18332797,379.624,7.078,41.642468,-85.426302
IN,18089,450495,Lake County,1292303671,330480308,498.961,127.599,41.472239,-87.374337
IN,18091,450507,LaPorte County,1549587772,38747148,598.299,14.96,41.549011,-86.744729
IN,18093,451703,Lawrence County,1163339936,7150614,449.168,2.761,38.839815,-86.48782
IN,18095,450370,Madison County,1170454727,2562276,451.915,0.989,40.166203,-85.722454
IN,18097,450371,Marion County,1026408097,17377675,396.298,6.71,39.782976,-86.135794
IN,18099,450372,Marshall County,1148992521,15836354,443.629,6.114,41.325003,-86.269036
IN,18101,451679,Martin County,869555038,12093384,335.737,4.669,38.705322,-86.801847
IN,18103,450373,Miami County,968246709,9184679,373.842,3.546,40.772881,-86.044258
IN,18105,451680,Monroe County,1021773228,43542811,394.509,16.812,39.160751,-86.523325
IN,18107,450374,Montgomery County,1306941391,2155351,504.613,0.832,40.040296,-86.892715
IN,18109,450375,Morgan County,1046274750,14136592,403.969,5.458,39.482646,-86.447457
IN,18111,450376,Newton County,1040550429,4349521,401.759,1.679,40.962399,-87.402172
IN,18113,450377,Noble County,1064077860,17068252,410.843,6.59,41.400794,-85.41785
IN,18115,450378,Ohio County,223101869,3352222,86.14,1.294,38.940527,-84.964299
IN,18117,451681,Orange County,1031818152,25394104,398.387,9.805,38.547381,-86.489257
IN,18119,450379,Owen County,997892586,6570749,385.288,2.537,39.317339,-86.838845
IN,18121,450380,Parke County,1151671026,13769482,444.663,5.316,39.77425,-87.19695
IN,18123,451682,Perry County,988668708,11817628,381.727,4.563,38.081436,-86.62654
IN,18125,450381,Pike County,865673554,17756536,334.238,6.856,38.397898,-87.232532
IN,18127,450382,Porter County,1083011401,268394743,418.153,103.628,41.509922,-87.071308
IN,18129,450383,Posey County,1060783261,25263904,409.571,9.754,38.027614,-87.868653
IN,18131,446852,Pulaski County,1123145988,2291536,433.649,0.885,41.045272,-86.692538
IN,18133,450384,Putnam County,1244562066,5604743,480.528,2.164,39.665544,-86.853325
IN,18135,446853,Randolph County,1171656456,2420394,452.379,0.935,40.164414,-85.005004
IN,18137,450385,Ripley County,1156236700,4237505,446.426,1.636,39.10023,-85.260541
IN,18139,446854,Rush County,1057035473,872309,408.124,0.337,39.622312,-85.466526
IN,18141,452855,St. Joseph County,1185826798,9156284,457.85,3.535,41.617699,-86.288159
IN,18143,450386,Scott County,493127224,6089000,190.397,2.351,38.679431,-85.751898
IN,18145,450387,Shelby County,1064866098,4167863,411.147,1.609,39.524135,-85.792174
IN,18147,450388,Spencer County,1027562733,12126717,396.744,4.682,38.009789,-87.010645
IN,18149,450389,Starke County,800653661,7955177,309.134,3.072,41.28322,-86.64757
IN,18151,450390,Steuben County,800149001,35034127,308.939,13.527,41.643437,-85.002467
IN,18153,450391,Sullivan County,1158091682,18063039,447.142,6.974,39.089225,-87.415843
IN,18155,450392,Switzerland County,571436429,7267108,220.633,2.806,38.825846,-85.029679
IN,18157,450393,Tippecanoe County,1294491529,8902814,499.806,3.437,40.38926,-86.893943
IN,18159,450394,Tipton County,674797764,68029,260.541,0.026,40.310229,-86.056207
IN,18161,450395,Union County,417568462,10238544,161.224,3.953,39.623111,-84.925152
IN,18163,450396,Vanderburgh County,604697995,7393314,233.475,2.855,38.02007,-87.586166
IN,18165,450397,Vermillion County,665311750,7904759,256.878,3.052,39.854045,-87.462071
IN,18167,450398,Vigo County,1044574633,18486867,403.313,7.138,39.429143,-87.390375
IN,18169,450399,Wabash County,1068200229,22122011,412.434,8.541,40.843717,-85.795175
IN,18171,450400,Warren County,944520687,4466123,364.681,1.724,40.352658,-87.375847
IN,18173,450335,Warrick County,996667397,16155828,384.815,6.238,38.097764,-87.272023
IN,18175,451665,Washington County,1330542331,7444213,513.725,2.874,38.600612,-86.104751
IN,18177,450336,Wayne County,1040502885,6736566,401.74,2.601,39.863091,-85.006735
IN,18179,450337,Wells County,953341217,5596420,368.087,2.161,40.735273,-85.212974
IN,18181,450338,White County,1308266686,9206237,505.125,3.555,40.75095,-86.864293
IN,18183,450369,Whitley County,869120901,6073420,335.569,2.345,41.136426,-85.501892
IA,19001,465190,Adair County,1474404167,2597997,569.271,1.003,41.328528,-94.478164
IA,19003,465191,Adams County,1096700733,5353423,423.439,2.067,41.021656,-94.696906
IA,19005,465192,Allamakee County,1655214493,50995230,639.082,19.689,43.274964,-91.382751
IA,19007,465193,Appanoose County,1287981483,49083877,497.292,18.951,40.744683,-92.870345
IA,19009,465194,Audubon County,1147264459,1152260,442.961,0.445,41.679178,-94.904312
IA,19011,465195,Benton County,1855117342,5760770,716.265,2.224,42.092547,-92.05763
IA,19013,465196,Black Hawk County,1465333940,17900114,565.769,6.911,42.472888,-92.306059
IA,19015,465197,Boone County,1480356844,5364798,571.569,2.071,42.038601,-93.939138
IA,19017,465198,Bremer County,1127880105,10171939,435.477,3.927,42.78089,-92.327586
IA,19019,465199,Buchanan County,1478934897,5427652,571.02,2.096,42.470328,-91.838666
IA,19021,465200,Buena Vista County,1489022575,13758158,574.915,5.312,42.741522,-95.141433
IA,19023,465201,Butler County,1502533262,4209738,580.131,1.625,42.734708,-92.780066
IA,19025,465202,Calhoun County,1476209027,5560503,569.968,2.147,42.38617,-94.643683
IA,19027,465203,Carroll County,1474835105,2145362,569.437,0.828,42.039492,-94.867647
IA,19029,465204,Cass County,1461450856,1758815,564.269,0.679,41.333824,-94.933302
IA,19031,465205,Cedar County,1500731293,6385840,579.436,2.466,41.772355,-91.13219
IA,19033,465206,Cerro Gordo County,1471923432,17626527,568.313,6.806,43.075171,-93.251266
IA,19035,465207,Cherokee County,1494180371,423187,576.906,0.163,42.742738,-95.633262
IA,19037,465208,Chickasaw County,1306338733,3309332,504.38,1.278,43.059741,-92.31721
IA,19039,465209,Clarke County,1116716080,1524746,431.167,0.589,41.029191,-93.784096
IA,19041,465625,Clay County,1469139214,13866941,567.238,5.354,43.079822,-95.149726
IA,19043,465210,Clayton County,2016405612,36586071,778.539,14.126,42.840998,-91.323511
IA,19045,465211,Clinton County,1799821282,39523759,694.915,15.26,41.898073,-90.534243
IA,19047,465212,Crawford County,1849742893,2194275,714.19,0.847,42.043119,-95.38909
IA,19049,465213,Dallas County,1524070766,8421379,588.447,3.252,41.685321,-94.040707
IA,19051,465214,Davis County,1300661956,6904100,502.188,2.666,40.748089,-92.410345
IA,19053,465215,Decatur County,1377566066,4142102,531.881,1.599,40.736379,-93.78458
IA,19055,465216,Delaware County,1496381153,3082496,577.756,1.19,42.473003,-91.359442
IA,19057,465217,Des Moines County,1077754850,35294123,416.123,13.627,40.915339,-91.186925
IA,19059,465218,Dickinson County,985764366,60490800,380.606,23.356,43.389611,-95.196057
IA,19061,465219,Dubuque County,1575501687,21569071,608.305,8.328,42.463481,-90.878771
IA,19063,465220,Emmet County,1025333118,17196398,395.883,6.64,43.377984,-94.66937
IA,19065,465221,Fayette County,1892791345,1334074,730.811,0.515,42.86445,-91.839373
IA,19067,465222,Floyd County,1296631086,1942569,500.632,0.75,43.052741,-92.787367
IA,19069,465223,Franklin County,1507301318,1428932,581.972,0.552,42.736549,-93.271425
IA,19071,465224,Fremont County,1323872918,14214133,511.15,5.488,40.743726,-95.599516
IA,19073,465225,Greene County,1475188829,4249897,569.574,1.641,42.042494,-94.388703
IA,19075,465226,Grundy County,1299805924,94406,501.858,0.036,42.403323,-92.790261
IA,19077,465227,Guthrie County,1529699184,6355537,590.62,2.454,41.683573,-94.501272
IA,19079,465228,Hamilton County,1493777716,1965344,576.751,0.759,42.390768,-93.709198
IA,19081,465229,Hancock County,1478894985,5265572,571.005,2.033,43.075411,-93.743697
IA,19083,465230,Hardin County,1474498672,1773894,569.307,0.685,42.389955,-93.241081
IA,19085,465231,Harrison County,1804827800,12417759,696.848,4.795,41.688584,-95.827149
IA,19087,465232,Henry County,1124904348,5780284,434.328,2.232,40.985864,-91.54427
IA,19089,465233,Howard County,1225706425,927963,473.248,0.358,43.365312,-92.321908
IA,19091,465234,Humboldt County,1124967281,3406139,434.352,1.315,42.782221,-94.202775
IA,19093,465235,Ida County,1117599646,1406468,431.508,0.543,42.39186,-95.507421
IA,19095,465236,Iowa County,1518916014,2686847,586.457,1.037,41.683918,-92.059123
IA,19097,465237,Jackson County,1647332960,35141529,636.039,13.568,42.164281,-90.574596
IA,19099,465238,Jasper County,1891779160,6565706,730.42,2.535,41.685686,-93.052971
IA,19101,465239,Jefferson County,1127964789,3538407,435.51,1.366,41.00688,-91.967137
IA,19103,465240,Johnson County,1590355537,23595204,614.04,9.11,41.668736,-91.588812
IA,19105,465241,Jones County,1490851138,3582593,575.621,1.383,42.125118,-91.116914
IA,19107,465242,Keokuk County,1500067240,1929331,579.179,0.745,41.331182,-92.167721
IA,19109,465243,Kossuth County,2519332852,4154729,972.72,1.604,43.212478,-94.213983
IA,19111,465244,Lee County,1340366450,55293745,517.518,21.349,40.647588,-91.477157
IA,19113,465245,Linn County,1856710588,19748575,716.88,7.625,42.077951,-91.597674
IA,19115,465246,Louisa County,1040569636,40798459,401.766,15.752,41.218211,-91.256994
IA,19117,465247,Lucas County,1115231642,9852849,430.593,3.804,41.033344,-93.331467
IA,19119,465248,Lyon County,1522007130,334472,587.65,0.129,43.38358,-96.207201
IA,19121,465249,Madison County,1452999410,2983842,561.006,1.152,41.330622,-94.015184
IA,19123,465250,Mahaska County,1478527687,6564800,570.863,2.535,41.330797,-92.636366
IA,19125,465251,Marion County,1436237259,41374638,554.534,15.975,41.331455,-93.093849
IA,19127,465252,Marshall County,1482770678,1803086,572.501,0.696,42.041691,-92.981452
IA,19129,465253,Mills County,1132956394,8306523,437.437,3.207,41.033703,-95.619101
IA,19131,465254,Mitchell County,1215049026,1118418,469.133,0.432,43.348564,-92.784466
IA,19133,465255,Monona County,1797638295,12591879,694.072,4.862,42.049432,-95.956566
IA,19135,465256,Monroe County,1123316981,1522806,433.715,0.588,41.028847,-92.869642
IA,19137,465257,Montgomery County,1098405666,2410460,424.097,0.931,41.021735,-95.15779
IA,19139,465258,Muscatine County,1133040484,30198875,437.469,11.66,41.483776,-91.118699
IA,19141,465259,O'Brien County,1484154091,447448,573.035,0.173,43.083746,-95.625624
IA,19143,465260,Osceola County,1032587437,1835265,398.684,0.709,43.378542,-95.633788
IA,19145,465261,Page County,1385494422,1359125,534.942,0.525,40.73909,-95.14429
IA,19147,465262,Palo Alto County,1460349241,14480046,563.844,5.591,43.075854,-94.667296
IA,19149,465263,Plymouth County,2234881736,2177308,862.893,0.841,42.737585,-96.215864
IA,19151,465264,Pocahontas County,1495047042,3666526,577.241,1.416,42.734033,-94.678279
IA,19153,465265,Polk County,1486121332,45945876,573.795,17.74,41.684281,-93.56972
IA,19155,465266,Pottawattamie County,2461213949,22925740,950.28,8.852,41.340184,-95.544905
IA,19157,465267,Poweshiek County,1514967877,2939136,584.932,1.135,41.684526,-92.522882
IA,19159,465268,Ringgold County,1386933932,8721518,535.498,3.367,40.735334,-94.244251
IA,19161,465269,Sac County,1489272900,8596902,575.012,3.319,42.387526,-95.105224
IA,19163,465270,Scott County,1186444226,26215864,458.089,10.122,41.641679,-90.62229
IA,19165,465271,Shelby County,1530110414,1486135,590.779,0.574,41.679014,-95.308917
IA,19167,465272,Sioux County,1989969635,1707495,768.332,0.659,43.082854,-96.177929
IA,19169,465273,Story County,1483592867,2152172,572.818,0.831,42.037538,-93.466093
IA,19171,465274,Tama County,1867411117,2769451,721.011,1.069,42.074848,-92.529411
IA,19173,465275,Taylor County,1377618597,7133648,531.902,2.754,40.737949,-94.697108
IA,19175,465276,Union County,1097235730,5575916,423.645,2.153,41.02855,-94.245091
IA,19177,465277,Van Buren County,1255597645,14839903,484.789,5.73,40.754117,-91.952943
IA,19179,465278,Wapello County,1118443326,10846138,431.833,4.188,41.031263,-92.409482
IA,19181,465279,Warren County,1475844938,9125380,569.827,3.523,41.336769,-93.564366
IA,19183,465280,Washington County,1473276393,5399692,568.835,2.085,41.329401,-91.725052
IA,19185,465281,Wayne County,1360874542,4441137,525.437,1.715,40.739983,-93.332613
IA,19187,465282,Webster County,1853443769,7277623,715.619,2.81,42.434397,-94.179156
IA,19189,465283,Winnebago County,1037261544,3182052,400.489,1.229,43.378124,-93.743488
IA,19191,465284,Winneshiek County,1786750121,698598,689.868,0.27,43.292989,-91.850788
IA,19193,465285,Woodbury County,2260629616,12793293,872.834,4.94,42.39322,-96.053296
IA,19195,465286,Worth County,1036314948,4709127,400.123,1.818,43.373491,-93.248533
IA,19197,465287,Wright County,1503286817,4703964,580.422,1.816,42.733007,-93.734735
KS,20001,484970,Allen County,1295779123,13007076,500.303,5.022,37.884228,-95.300945
KS,20003,484971,Anderson County,1501276302,10586961,579.646,4.088,38.215114,-95.292046
KS,20005,484972,Atchison County,1116729659,6857598,431.172,2.648,39.532544,-95.313397
KS,20007,484973,Barber County,2937235546,5420045,1134.073,2.093,37.222906,-98.685052
KS,20009,484974,Barton County,2319075093,13557185,895.4,5.234,38.481239,-98.767837
KS,20011,484975,Bourbon County,1645861744,9377657,635.471,3.621,37.8561,-94.850928
KS,20013,484976,Brown County,1478551884,3196161,570.872,1.234,39.825931,-95.569905
KS,20015,484977,Butler County,3703329246,43160444,1429.863,16.664,37.773681,-96.838762
KS,20017,484978,Chase County,2002216830,12088093,773.06,4.667,38.298553,-96.594064
KS,20019,484979,Chautauqua County,1654693205,15244179,638.881,5.886,37.154259,-96.245396
KS,20021,484980,Cherokee County,1521793550,8948884,587.568,3.455,37.169392,-94.845698
KS,20023,484981,Cheyenne County,2641495949,2738022,1019.887,1.057,39.789256,-101.727302
KS,20025,484982,Clark County,2524286181,6604959,974.632,2.55,37.233831,-99.813869
KS,20027,484983,Clay County,1671322093,26674040,645.301,10.299,39.344964,-97.168853
KS,20029,484984,Cloud County,1852726587,6859864,715.342,2.649,39.487329,-97.64139
KS,20031,484985,Coffey County,1623784229,70310651,626.947,27.147,38.23645,-95.729137
KS,20033,484986,Comanche County,2041681413,3604153,788.298,1.392,37.189071,-99.254089
KS,20035,484987,Cowley County,2915679697,17291321,1125.75,6.676,37.234507,-96.837247
KS,20037,484988,Crawford County,1527461827,13611094,589.756,5.255,37.505628,-94.853941
KS,20039,484989,Decatur County,2314199313,1631670,893.517,0.63,39.783542,-100.459708
KS,20041,484990,Dickinson County,2193906542,12634524,847.072,4.878,38.867735,-97.157943
KS,20043,484991,Doniphan County,1018914848,12615016,393.405,4.871,39.788502,-95.147225
KS,20045,484992,Douglas County,1180699859,48602935,455.871,18.766,38.896573,-95.290529
KS,20047,484993,Edwards County,1610697086,208568,621.894,0.081,37.883595,-99.304746
KS,20049,484994,Elk County,1668637984,16061465,644.265,6.201,37.456026,-96.244642
KS,20051,484995,Ellis County,2330762469,1197085,899.912,0.462,38.914596,-99.317329
KS,20053,484996,Ellsworth County,1854034693,19270084,715.847,7.44,38.700845,-98.205355
KS,20055,485326,Finney County,3372079580,1825540,1301.967,0.705,38.049855,-100.739929
KS,20057,484997,Ford County,2844508251,2097359,1098.271,0.81,37.688365,-99.884734
KS,20059,484998,Franklin County,1480840246,13936113,571.756,5.381,38.558019,-95.278962
KS,20061,484999,Geary County,996156662,51455057,384.618,19.867,39.002155,-96.768038
KS,20063,485000,Gove County,2775599078,245361,1071.665,0.095,38.917239,-100.48736
KS,20065,481811,Graham County,2327160854,599432,898.522,0.231,39.349445,-99.880952
KS,20067,485099,Grant County,1488724794,892455,574.8,0.345,37.547537,-101.299362
KS,20069,485001,Gray County,2250356182,1113338,868.867,0.43,37.744513,-100.451716
KS,20071,485002,Greeley County,2016176814,0,778.45,0,38.480408,-101.805984
KS,20073,485003,Greenwood County,2961132699,24155799,1143.3,9.327,37.878659,-96.242232
KS,20075,485327,Hamilton County,2580942885,2904549,996.508,1.121,37.995244,-101.793689
KS,20077,485004,Harper County,2075276375,3913474,801.269,1.511,37.188184,-98.06659
KS,20079,485005,Harvey County,1397957172,2507542,539.754,0.968,38.050144,-97.436706
KS,20081,485328,Haskell County,1495773065,910409,577.521,0.352,37.55855,-100.876869
KS,20083,485006,Hodgeman County,2227369168,826344,859.992,0.319,38.087493,-99.898407
KS,20085,485007,Jackson County,1699594134,4666496,656.217,1.802,39.410989,-95.794509
KS,20087,485008,Jefferson County,1379359803,62427436,532.574,24.103,39.239644,-95.375314
KS,20089,485009,Jewell County,2356321996,11859548,909.781,4.579,39.77701,-98.222584
KS,20091,485010,Johnson County,1226034453,16890687,473.375,6.522,38.883907,-94.82233
KS,20093,485011,Kearny County,2254697108,1133601,870.543,0.438,37.994461,-101.308136
KS,20095,485012,Kingman County,2236099115,8536481,863.363,3.296,37.552951,-98.144529
KS,20097,485013,Kiowa County,1871626797,596764,722.639,0.23,37.561231,-99.286539
KS,20099,485014,Labette County,1671305414,20261495,645.295,7.823,37.191468,-95.297473
KS,20101,485015,Lane County,1858200248,551220,717.455,0.213,38.481286,-100.466185
KS,20103,485016,Leavenworth County,1198726879,15905519,462.831,6.141,39.189511,-95.038977
KS,20105,485017,Lincoln County,1863226611,2748359,719.396,1.061,39.047276,-98.214265
KS,20107,485018,Linn County,1538604962,31951412,594.059,12.337,38.216549,-94.844932
KS,20109,485019,Logan County,2779042457,274632,1072.994,0.106,38.913269,-101.157407
KS,20111,485020,Lyon County,2194947808,20572299,847.474,7.943,38.455498,-96.161589
KS,20113,485021,McPherson County,2326520077,6030285,898.274,2.328,38.395812,-97.647489
KS,20115,485022,Marion County,2445700985,24448971,944.29,9.44,38.359647,-97.102771
KS,20117,485023,Marshall County,2331463499,12753940,900.183,4.924,39.782709,-96.521243
KS,20119,485024,Meade County,2533234935,3258258,978.088,1.258,37.243886,-100.360094
KS,20121,485025,Miami County,1490955548,37799723,575.661,14.595,38.566772,-94.832963
KS,20123,485026,Mitchell County,1817632788,44979984,701.792,17.367,39.393026,-98.207362
KS,20125,485027,Montgomery County,1666728264,20601764,643.527,7.954,37.189537,-95.742403
KS,20127,485028,Morris County,1800763909,19710791,695.279,7.61,38.687696,-96.644905
KS,20129,485135,Morton County,1889993253,507841,729.731,0.196,37.185249,-101.809516
KS,20131,485029,Nemaha County,1858126462,5207942,717.427,2.011,39.791043,-96.005381
KS,20133,485030,Neosho County,1480106485,16374157,571.472,6.322,37.564283,-95.315683
KS,20135,485031,Ness County,2783590502,667491,1074.75,0.258,38.480437,-99.908745
KS,20137,485032,Norton County,2274357034,8194926,878.134,3.164,39.783867,-99.899235
KS,20139,485033,Osage County,1827283988,37107137,705.518,14.327,38.649706,-95.727275
KS,20141,485034,Osborne County,2311573881,4806274,892.504,1.856,39.348649,-98.767876
KS,20143,485035,Ottawa County,1866689468,1561343,720.733,0.603,39.137963,-97.654802
KS,20145,485036,Pawnee County,1953531750,992040,754.263,0.383,38.182873,-99.232154
KS,20147,485037,Phillips County,2294410181,22493391,885.877,8.685,39.784506,-99.34215
KS,20149,485038,Pottawatomie County,2178235871,54103438,841.022,20.889,39.382187,-96.337113
KS,20151,485039,Pratt County,1903757176,1753615,735.045,0.677,37.647594,-98.74012
KS,20153,485040,Rawlins County,2769775797,415527,1069.416,0.16,39.786198,-101.076738
KS,20155,485041,Reno County,3251332369,43417440,1255.346,16.764,37.948185,-98.078346
KS,20157,485042,Republic County,1857981647,7967119,717.371,3.076,39.82891,-97.650921
KS,20159,485043,Rice County,1880944775,4470099,726.237,1.726,38.347178,-98.201415
KS,20161,485044,Riley County,1579300177,31558381,609.771,12.185,39.291211,-96.727489
KS,20163,485045,Rooks County,2306470146,11962259,890.533,4.619,39.346006,-99.324492
KS,20165,485358,Rush County,1858997569,544720,717.763,0.21,38.523592,-99.309183
KS,20167,485046,Russell County,2295402664,34126812,886.26,13.176,38.916839,-98.765638
KS,20169,485047,Saline County,1865373525,2809945,720.225,1.085,38.786327,-97.650153
KS,20171,485048,Scott County,1858430303,306079,717.544,0.118,38.481877,-100.90636
KS,20173,485049,Sedgwick County,2583543968,30067177,997.512,11.609,37.683807,-97.459451
KS,20175,485050,Seward County,1656290756,2562633,639.497,0.989,37.180585,-100.854741
KS,20177,485051,Shawnee County,1408995941,30330019,544.016,11.71,39.041805,-95.755664
KS,20179,485052,Sheridan County,2320518450,647342,895.957,0.25,39.350542,-100.441206
KS,20181,485053,Sherman County,2735199253,548248,1056.066,0.212,39.351352,-101.719859
KS,20183,484969,Smith County,2319243495,3884277,895.465,1.5,39.78466,-98.785429
KS,20185,485054,Stafford County,2051389748,7435429,792.046,2.871,38.03563,-98.719889
KS,20187,485055,Stanton County,1762086193,180151,680.345,0.07,37.565932,-101.789383
KS,20189,485056,Stevens County,1883679100,464936,727.293,0.18,37.202356,-101.315796
KS,20191,481812,Sumner County,3061212453,7806166,1181.941,3.014,37.236663,-97.493349
KS,20193,485057,Thomas County,2783425324,288241,1074.687,0.111,39.357706,-101.083438
KS,20195,485058,Trego County,2303736575,26281954,889.478,10.148,38.921302,-99.865423
KS,20197,485059,Wabaunsee County,2057231892,13774702,794.302,5.318,38.955154,-96.201262
KS,20199,485060,Wallace County,2366348080,140928,913.652,0.054,38.926626,-101.771103
KS,20201,485061,Washington County,2317406254,10140054,894.756,3.915,39.776714,-97.095611
KS,20203,485062,Wichita County,1861082136,61987,718.568,0.024,38.481922,-101.347434
KS,20205,485063,Wilson County,1477377048,12057368,570.418,4.655,37.558515,-95.745175
KS,20207,485064,Woodson County,1289347304,19251707,497.82,7.433,37.888484,-95.757553
KS,20209,485065,Wyandotte County,392642353,11895464,151.6,4.593,39.115384,-94.763087
KY,21001,516847,Adair County,1049677374,18431736,405.283,7.117,37.105541,-85.2814
KY,21003,516848,Allen County,891830109,19492854,344.338,7.526,36.75077,-86.192458
KY,21005,516849,Anderson County,522742422,6314840,201.832,2.438,38.005396,-84.986417
KY,21007,516850,Ballard County,638843574,70009064,246.659,27.031,37.05112,-89.009178
KY,21009,516851,Barren County,1262724748,32267246,487.541,12.458,36.963614,-85.92499
KY,21011,516852,Bath County,722067811,13500089,278.792,5.212,38.152249,-83.737641
KY,21013,516853,Bell County,929806795,5480870,359,2.116,36.72268,-83.681046
KY,21015,516854,Boone County,638067340,26171928,246.359,10.105,38.974595,-84.731444
KY,21017,516855,Bourbon County,750369577,4850592,289.719,1.873,38.202562,-84.20986
KY,21019,516856,Boyd County,414046208,5588964,159.864,2.158,38.360004,-82.681406
KY,21021,516857,Boyle County,466634989,6458105,180.169,2.493,37.6182,-84.873016
KY,21023,516858,Bracken County,532533237,8637262,205.612,3.335,38.678523,-84.100355
KY,21025,516859,Breathitt County,1275344480,7392452,492.413,2.854,37.521178,-83.322401
KY,21027,516860,Breckinridge County,1468969244,47782210,567.172,18.449,37.778109,-86.432829
KY,21029,516861,Bullitt County,769288200,8393803,297.024,3.241,37.969572,-85.703036
KY,21031,516862,Butler County,1103562315,13948189,426.088,5.385,37.207013,-86.682471
KY,21033,516863,Caldwell County,893004660,8702792,344.791,3.36,37.148643,-87.87051
KY,21035,516864,Calloway County,997200826,66497839,385.021,25.675,36.620978,-88.274086
KY,21037,516865,Campbell County,391886628,21009936,151.308,8.112,38.946981,-84.379583
KY,21039,516866,Carlisle County,490632430,24722825,189.434,9.546,36.857726,-88.975757
KY,21041,516867,Carroll County,332992509,22651280,128.569,8.746,38.668284,-85.124083
KY,21043,516868,Carter County,1060589533,6801237,409.496,2.626,38.309555,-83.048821
KY,21045,516869,Casey County,1150549958,3900669,444.23,1.506,37.321962,-84.92822
KY,21047,516870,Christian County,1858324233,16936441,717.503,6.539,36.893388,-87.493554
KY,21049,516871,Clark County,653877332,6973861,252.463,2.693,37.970133,-84.144974
KY,21051,516872,Clay County,1215344973,4763013,469.247,1.839,37.164466,-83.710763
KY,21053,516873,Clinton County,510864195,21164236,197.246,8.172,36.729124,-85.153499
KY,21055,516874,Crittenden County,932270911,28978627,359.952,11.189,37.358149,-88.10501
KY,21057,516875,Cumberland County,790416904,14830137,305.182,5.726,36.784227,-85.393499
KY,21059,516876,Daviess County,1187111257,47210580,458.346,18.228,37.731671,-87.087139
KY,21061,516877,Edmonson County,784464284,13262150,302.883,5.121,37.227856,-86.217778
KY,21063,516878,Elliott County,606873739,2610644,234.315,1.008,38.116425,-83.097541
KY,21065,516879,Estill County,655468626,6558017,253.078,2.532,37.69246,-83.963927
KY,21067,516880,Fayette County,734648526,4922803,283.649,1.901,38.040157,-84.458443
KY,21069,516881,Fleming County,902720074,7184513,348.542,2.774,38.368431,-83.706152
KY,21071,516882,Floyd County,1018758276,6113697,393.345,2.361,37.558283,-82.740337
KY,21073,516883,Franklin County,538061269,11037327,207.747,4.262,38.234919,-84.868786
KY,21075,516884,Fulton County,532251963,65047499,205.504,25.115,36.55262,-89.187723
KY,21077,516885,Gallatin County,262194985,9023075,101.234,3.484,38.760184,-84.862114
KY,21079,516886,Garrard County,595897447,10019029,230.077,3.868,37.630162,-84.545856
KY,21081,516887,Grant County,668125059,7255148,257.965,2.801,38.64921,-84.625946
KY,21083,516888,Graves County,1429006936,13066620,551.743,5.045,36.723344,-88.649897
KY,21085,516889,Grayson County,1286441869,37121614,496.698,14.333,37.458577,-86.344011
KY,21087,516890,Green County,740825297,7135854,286.034,2.755,37.269637,-85.561403
KY,21089,516891,Greenup County,891983450,26036378,344.397,10.053,38.563596,-82.933832
KY,21091,516892,Hancock County,486017475,29096112,187.652,11.234,37.843389,-86.792773
KY,21093,516893,Hardin County,1614282063,17763035,623.278,6.858,37.695836,-85.963183
KY,21095,516894,Harlan County,1206487719,6016450,465.828,2.323,36.859223,-83.221497
KY,21097,516895,Harrison County,793479419,9058916,306.364,3.498,38.443489,-84.332796
KY,21099,516896,Hart County,1067297497,14929179,412.086,5.764,37.313856,-85.881994
KY,21101,516897,Henderson County,1130968068,76691170,436.669,29.611,37.792542,-87.572577
KY,21103,516898,Henry County,741450181,12552965,286.276,4.847,38.451561,-85.120079
KY,21105,516899,Hickman County,627487774,27882492,242.274,10.765,36.675916,-88.97202
KY,21107,516900,Hopkins County,1403760753,32168048,541.995,12.42,37.31107,-87.542196
KY,21109,516901,Jackson County,894065212,3397888,345.201,1.312,37.40332,-84.020686
